ANO;MES;SENADOR;TIPO_DESPESA;CNPJ_CPF;FORNECEDOR;DOCUMENTO;DATA;DETALHAMENTO;VALOR_DESPESA;COD_DOCUMENTO
2022;6;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;6;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;6;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;6;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;6;LASIER MARTINS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;6;LASIER MARTINS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;6;LASIER MARTINS;Contratação de consultorias;null;null;null;null;null;null;null
2022;6;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;6;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;6;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;6;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;6;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;6;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;6;LASIER MARTINS;Passagens aéreas;null;null;null;null;null;null;null
2022;6;LASIER MARTINS;Passagens aéreas;null;null;null;null;null;null;null
2022;6;LASIER MARTINS;Passagens aéreas;null;null;null;null;null;null;null
2022;6;LASIER MARTINS;Passagens aéreas;null;null;null;null;null;null;null
2022;7;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;LASIER MARTINS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;7;LASIER MARTINS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;7;LASIER MARTINS;Contratação de consultorias;null;null;null;null;null;null;null
2022;7;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;7;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;7;LASIER MARTINS;Passagens aéreas;null;null;null;null;null;null;null
2022;7;LASIER MARTINS;Passagens aéreas;null;null;null;null;null;null;null
2022;7;LASIER MARTINS;Passagens aéreas;null;null;null;null;null;null;null
2022;7;LASIER MARTINS;Passagens aéreas;null;null;null;null;null;null;null
2022;7;LASIER MARTINS;Passagens aéreas;null;null;null;null;null;null;null
2022;8;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;8;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;8;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;8;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;8;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;8;LASIER MARTINS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;8;LASIER MARTINS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;8;LASIER MARTINS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;8;LASIER MARTINS;Contratação de consultorias;null;null;null;null;null;null;null
2022;8;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;8;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;8;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;8;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;8;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;8;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;8;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;8;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;8;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;8;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;8;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;8;LASIER MARTINS;Passagens aéreas;null;null;null;null;null;null;null
2022;8;LASIER MARTINS;Passagens aéreas;null;null;null;null;null;null;null
2022;8;LASIER MARTINS;Passagens aéreas;null;null;null;null;null;null;null
2022;8;LASIER MARTINS;Passagens aéreas;null;null;null;null;null;null;null
2022;8;LASIER MARTINS;Passagens aéreas;null;null;null;null;null;null;null
2022;9;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;9;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;9;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;9;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;9;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;9;LASIER MARTINS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;9;LASIER MARTINS;Contratação de consultorias;null;null;null;null;null;null;null
2022;9;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;9;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;10;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;10;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;10;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;10;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;10;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;10;LASIER MARTINS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;10;LASIER MARTINS;Contratação de consultorias;null;null;null;null;null;null;null
2022;10;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;10;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;10;LASIER MARTINS;Passagens aéreas;null;null;null;null;null;null;null
2022;10;LASIER MARTINS;Passagens aéreas;null;null;null;null;null;null;null
2022;11;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;11;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;11;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;11;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;11;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;11;LASIER MARTINS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;11;LASIER MARTINS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;11;LASIER MARTINS;Contratação de consultorias;null;null;null;null;null;null;null
2022;11;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;11;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;11;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;11;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;11;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;11;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;11;LASIER MARTINS;Passagens aéreas;null;null;null;null;null;null;null
2022;11;LASIER MARTINS;Passagens aéreas;null;null;null;null;null;null;null
2022;11;LASIER MARTINS;Passagens aéreas;null;null;null;null;null;null;null
2022;11;LASIER MARTINS;Passagens aéreas;null;null;null;null;null;null;null
2022;12;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;12;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;12;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;12;LASIER MARTINS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;12;LASIER MARTINS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;12;LASIER MARTINS;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;12;LASIER MARTINS;Contratação de consultorias;null;null;null;null;null;null;null
2022;12;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;12;LASIER MARTINS;Locomoção;null;null;null;null;null;null;null
2022;12;LASIER MARTINS;Passagens aéreas;null;null;null;null;null;null;null
2022;12;LASIER MARTINS;Passagens aéreas;null;null;null;null;null;null;null
2022;12;LASIER MARTINS;Passagens aéreas;null;null;null;null;null;null;null
2022;12;LASIER MARTINS;Passagens aéreas;null;null;null;null;null;null;null
2022;1;LEILA BARROS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;2;LEILA BARROS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;3;LEILA BARROS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;4;LEILA BARROS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;LEILA BARROS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;6;LEILA BARROS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;LEILA BARROS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;8;LEILA BARROS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;9;LEILA BARROS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;10;LEILA BARROS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;11;LEILA BARROS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;12;LEILA BARROS;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;1;LUCAS BARRETO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;1;LUCAS BARRETO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;1;LUCAS BARRETO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;1;LUCAS BARRETO;Contratação de consultorias;null;null;null;null;null;null;null
2022;1;LUCAS BARRETO;Contratação de consultorias;null;null;null;null;null;null;null
2022;1;LUCAS BARRETO;Divulgação da atividade parlamentar;30.867.497/0001-00;Cibele Paix?o Ribeiro;2;null;null;null;null
2022;1;LUCAS BARRETO;Divulgação da atividade parlamentar;18.827.227/0001-70;S NAFES M DA SILVA JUNIOR-EPP;2;null;null;null;null
2022;1;LUCAS BARRETO;Divulgação da atividade parlamentar;41.097.878/0001-74;T. DE JESUS PEDROSO PONTO DA PAUTA;2;null;null;null;null
2022;1;LUCAS BARRETO;Divulgação da atividade parlamentar;22.188.950/0001-24;Walderney Barbosa Pantaleao;2;null;null;null;null
2022;1;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;1;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;1;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;1;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;1;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;1;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;1;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;1;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;1;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;1;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;1;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;2;LUCAS BARRETO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;2;LUCAS BARRETO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;2;LUCAS BARRETO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;2;LUCAS BARRETO;Contratação de consultorias;null;null;null;null;null;null;null
2022;2;LUCAS BARRETO;Contratação de consultorias;null;null;null;null;null;null;null
2022;2;LUCAS BARRETO;Divulgação da atividade parlamentar;30.867.497/0001-00;Cibele Paix?o Ribeiro;2;null;null;null;null
2022;2;LUCAS BARRETO;Divulgação da atividade parlamentar;13.007.432/0001-76;Lux Comunica??o;null;null;null;null;null
2022;2;LUCAS BARRETO;Divulgação da atividade parlamentar;23.882.113/0001-63;Raimundo de Deus Loiola Belair;2;null;null;null;null
2022;2;LUCAS BARRETO;Divulgação da atividade parlamentar;18.827.227/0001-70;S NAFES M DA SILVA JUNIOR-EPP;2;null;null;null;null
2022;2;LUCAS BARRETO;Divulgação da atividade parlamentar;41.097.878/0001-74;T. DE JESUS PEDROSO PONTO DA PAUTA;2;null;null;null;null
2022;2;LUCAS BARRETO;Divulgação da atividade parlamentar;22.188.950/0001-24;Walderney Barbosa Pantaleao;2;null;null;null;null
2022;2;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;2;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;2;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;2;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;2;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;2;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;2;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;2;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;2;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;2;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;2;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;2;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;2;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;2;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;2;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;3;LUCAS BARRETO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;3;LUCAS BARRETO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;3;LUCAS BARRETO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;3;LUCAS BARRETO;Contratação de consultorias;null;null;null;null;null;null;null
2022;3;LUCAS BARRETO;Contratação de consultorias;null;null;null;null;null;null;null
2022;3;LUCAS BARRETO;Divulgação da atividade parlamentar;30.867.497/0001-00;Cibele Paix?o Ribeiro;2;null;null;null;null
2022;3;LUCAS BARRETO;Divulgação da atividade parlamentar;13.007.432/0001-76;Lux Comunica??o;null;null;null;null;null
2022;3;LUCAS BARRETO;Divulgação da atividade parlamentar;23.882.113/0001-63;Raimundo de Deus Loiola Belair;2;null;null;null;null
2022;3;LUCAS BARRETO;Divulgação da atividade parlamentar;18.827.227/0001-70;S NAFES M DA SILVA JUNIOR-EPP;2;null;null;null;null
2022;3;LUCAS BARRETO;Divulgação da atividade parlamentar;41.097.878/0001-74;T. DE JESUS PEDROSO PONTO DA PAUTA;2;null;null;null;null
2022;3;LUCAS BARRETO;Divulgação da atividade parlamentar;22.188.950/0001-24;Walderney Barbosa Pantaleao;2;null;null;null;null
2022;3;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;3;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;3;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;3;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;3;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;3;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;3;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;3;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;3;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;3;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;3;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;4;LUCAS BARRETO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;4;LUCAS BARRETO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;4;LUCAS BARRETO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;4;LUCAS BARRETO;Contratação de consultorias;null;null;null;null;null;null;null
2022;4;LUCAS BARRETO;Contratação de consultorias;null;null;null;null;null;null;null
2022;4;LUCAS BARRETO;Divulgação da atividade parlamentar;30.867.497/0001-00;Cibele Paix?o Ribeiro;2;null;null;null;null
2022;4;LUCAS BARRETO;Divulgação da atividade parlamentar;18.827.227/0001-70;S NAFES M DA SILVA JUNIOR-EPP;2;null;null;null;null
2022;4;LUCAS BARRETO;Divulgação da atividade parlamentar;41.097.878/0001-74;T. DE JESUS PEDROSO PONTO DA PAUTA;2;null;null;null;null
2022;4;LUCAS BARRETO;Divulgação da atividade parlamentar;22.188.950/0001-24;Walderney Barbosa Pantaleao;2;null;null;null;null
2022;4;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;4;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;4;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;4;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;4;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;4;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;4;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;4;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;4;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;4;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;4;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;4;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;4;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;4;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;4;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;4;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;5;LUCAS BARRETO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;LUCAS BARRETO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;LUCAS BARRETO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;LUCAS BARRETO;Contratação de consultorias;null;null;null;null;null;null;null
2022;5;LUCAS BARRETO;Contratação de consultorias;null;null;null;null;null;null;null
2022;5;LUCAS BARRETO;Divulgação da atividade parlamentar;30.867.497/0001-00;Cibele Paix?o Ribeiro;2;null;null;null;null
2022;5;LUCAS BARRETO;Divulgação da atividade parlamentar;18.827.227/0001-70;S NAFES M DA SILVA JUNIOR-EPP;2;null;null;null;null
2022;5;LUCAS BARRETO;Divulgação da atividade parlamentar;41.097.878/0001-74;T. DE JESUS PEDROSO PONTO DA PAUTA;2;null;null;null;null
2022;5;LUCAS BARRETO;Divulgação da atividade parlamentar;22.188.950/0001-24;Walderney Barbosa Pantaleao;2;null;null;null;null
2022;5;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;5;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;5;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;5;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;5;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;5;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;5;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;5;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;5;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;5;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;5;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;5;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;5;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;5;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;5;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;5;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;5;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;5;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;6;LUCAS BARRETO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;6;LUCAS BARRETO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;6;LUCAS BARRETO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;6;LUCAS BARRETO;Contratação de consultorias;null;null;null;null;null;null;null
2022;6;LUCAS BARRETO;Contratação de consultorias;null;null;null;null;null;null;null
2022;6;LUCAS BARRETO;Divulgação da atividade parlamentar;30.867.497/0001-00;Cibele Paix?o Ribeiro;2;null;null;null;null
2022;6;LUCAS BARRETO;Divulgação da atividade parlamentar;18.827.227/0001-70;S NAFES M DA SILVA JUNIOR-EPP;2;null;null;null;null
2022;6;LUCAS BARRETO;Divulgação da atividade parlamentar;41.097.878/0001-74;T. DE JESUS PEDROSO PONTO DA PAUTA;2;null;null;null;null
2022;6;LUCAS BARRETO;Divulgação da atividade parlamentar;22.188.950/0001-24;Walderney Barbosa Pantaleao;2;null;null;null;null
2022;6;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;6;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;6;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;6;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;6;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;6;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;6;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;6;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;6;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;6;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;6;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;6;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;6;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;7;LUCAS BARRETO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;LUCAS BARRETO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;LUCAS BARRETO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;LUCAS BARRETO;Contratação de consultorias;null;null;null;null;null;null;null
2022;7;LUCAS BARRETO;Contratação de consultorias;null;null;null;null;null;null;null
2022;7;LUCAS BARRETO;Divulgação da atividade parlamentar;30.867.497/0001-00;Cibele Paix?o Ribeiro;2;null;null;null;null
2022;7;LUCAS BARRETO;Divulgação da atividade parlamentar;18.827.227/0001-70;S NAFES M DA SILVA JUNIOR-EPP;2;null;null;null;null
2022;7;LUCAS BARRETO;Divulgação da atividade parlamentar;41.097.878/0001-74;T. DE JESUS PEDROSO PONTO DA PAUTA;2;null;null;null;null
2022;7;LUCAS BARRETO;Divulgação da atividade parlamentar;22.188.950/0001-24;Walderney Barbosa Pantaleao;2;null;null;null;null
2022;7;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;7;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;7;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;7;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;7;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;7;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;7;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;7;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;7;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;7;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;7;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;7;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;7;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;8;LUCAS BARRETO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;8;LUCAS BARRETO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;8;LUCAS BARRETO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;8;LUCAS BARRETO;Contratação de consultorias;null;null;null;null;null;null;null
2022;8;LUCAS BARRETO;Contratação de consultorias;null;null;null;null;null;null;null
2022;8;LUCAS BARRETO;Divulgação da atividade parlamentar;30.867.497/0001-00;Cibele Paix?o Ribeiro;2;null;null;null;null
2022;8;LUCAS BARRETO;Divulgação da atividade parlamentar;18.827.227/0001-70;S NAFES M DA SILVA JUNIOR-EPP;2;null;null;null;null
2022;8;LUCAS BARRETO;Divulgação da atividade parlamentar;41.097.878/0001-74;T. DE JESUS PEDROSO PONTO DA PAUTA;2;null;null;null;null
2022;8;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;8;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;8;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;8;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;8;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;8;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;8;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;8;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;8;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;8;LUCAS BARRETO;Locomoção;null;null;null;null;null;null;null
2022;8;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;8;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;8;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;8;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;8;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;8;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;8;LUCAS BARRETO;Passagens aéreas;null;null;null;null;null;null;null
2022;9;LUCAS BARRETO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;9;LUCAS BARRETO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;9;LUCAS BARRETO;Contratação de consultorias;null;null;null;null;null;null;null
2022;9;LUCAS BARRETO;Contratação de consultorias;null;null;null;null;null;null;null
2022;9;LUCAS BARRETO;Divulgação da atividade parlamentar;17.092.035/0001-09;A. de L. ANUNCIACAO ( AB Publicidade );2;null;null;null;null
2022;9;LUCAS BARRETO;Divulgação da atividade parlamentar;23.882.113/0001-63;Raimundo de Deus Loiola Belair;2;null;null;null;null
2022;9;LUCAS BARRETO;Divulgação da atividade parlamentar;18.827.227/0001-70;S NAFES M DA SILVA JUNIOR-EPP;2;null;null;null;null
