ANO;MES;SENADOR;TIPO_DESPESA;CNPJ_CPF;FORNECEDOR;DOCUMENTO;DATA;DETALHAMENTO;VALOR_DESPESA;COD_DOCUMENTO
2022;11;CONFÚCIO MOURA;Divulgação da atividade parlamentar;33.922.957/0001-44;LEIVINHA PEREIRA DE OLIVEIRA;000000000000378/A;28/11/2022;Despesa com divulgação da atividade parlamentar;700;2190243
2022;11;CONFÚCIO MOURA;Divulgação da atividade parlamentar;41.878.907/0001-35;PATR?CIA  DE AGUIAR SANT ANA;000000000000073/A;29/11/2022;Despesa com divulgação da atividade parlamentar;400;2190267
2022;11;CONFÚCIO MOURA;Divulgação da atividade parlamentar;05.244.225/0001-07;REDE DE COMUNICA??ES SCHWANTES LTDA ME;1649;30/11/2022;Despesa com divulgação da atividade parlamentar;700;2190762
2022;11;CONFÚCIO MOURA;Divulgação da atividade parlamentar;23.652.846/0001-01;ROBERTO GUTIERREZ DA ROCHA M.E.I;209;14/12/2022;Despesa com divulgação da atividade parlamentar;400;2191539
2022;11;CONFÚCIO MOURA;Locomoção;null;null;null;null;null;null;null
2022;11;CONFÚCIO MOURA;Locomoção;null;null;null;null;null;null;null
2022;11;CONFÚCIO MOURA;Locomoção;null;null;null;null;null;null;null
2022;11;CONFÚCIO MOURA;Locomoção;null;null;null;null;null;null;null
2022;11;CONFÚCIO MOURA;Locomoção;null;null;null;null;null;null;null
2022;11;CONFÚCIO MOURA;Passagens aéreas;null;null;null;null;null;null;null
2022;12;CONFÚCIO MOURA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;12;CONFÚCIO MOURA;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;12;CONFÚCIO MOURA;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;12;CONFÚCIO MOURA;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;12;CONFÚCIO MOURA;Contratação de consultorias;null;null;null;null;null;null;null
2022;12;CONFÚCIO MOURA;Contratação de consultorias;null;null;null;null;null;null;null
2022;12;CONFÚCIO MOURA;Contratação de consultorias;null;null;null;null;null;null;null
2022;12;CONFÚCIO MOURA;Contratação de consultorias;null;null;null;null;null;null;null
2022;12;CONFÚCIO MOURA;Divulgação da atividade parlamentar;30.673.595/0001-07;AMAURI DE SOUZA JUNIOR;363;14/12/2022;Presta??o de Servi?o de Marketing Direto em M?dias Sociais referente ?s a??es parlamentar;6000;2192241
2022;12;CONFÚCIO MOURA;Divulgação da atividade parlamentar;32.223.966/0001-84;ANDR? LUIZ SOARES MACHADO;000000000000102/A;14/12/2022;Despesa com divulgação da atividade parlamentar;300;2191522
2022;12;CONFÚCIO MOURA;Divulgação da atividade parlamentar;34.009.294/0001-34;C B FIRME PUBLICIDADE;727;13/12/2022;Despesa com divulgação da atividade parlamentar;500;2191342
2022;12;CONFÚCIO MOURA;Divulgação da atividade parlamentar;08.742.048/0001-87;CMP COMUNICA??O E ASSESSORIA LTDA - ME;000000000005591/A;13/12/2022;Despesa com divulgação da atividade parlamentar;800;2191343
2022;12;CONFÚCIO MOURA;Divulgação da atividade parlamentar;05.305.671/0001-84;CYBERWEB NETWORKS LTDA;2022/1011656;30/12/2022;Hospedagem de Sites - Plano Hospedagem WordPress II;70;null
2022;12;CONFÚCIO MOURA;Divulgação da atividade parlamentar;05.305.671/0001-84;CYBERWEB NETWORKS LTDA;2022/1011657;30/12/2022;Hospedagem de Sites - Plano Hospedagem WordPress III;336;null
2022;12;CONFÚCIO MOURA;Divulgação da atividade parlamentar;13.279.434/0001-14;E NASCIMENTO AG?NCIA DE PUBLICIDADE E MARKETING - ME;618;15/12/2022;Despesa com divulgação da atividade parlamentar;400;2191526
2022;12;CONFÚCIO MOURA;Divulgação da atividade parlamentar;05.248.037/0001-57;EMPRESA JORNALISTICA EXTRA DE ROND?NIA LTDA;245;13/12/2022;Despesa com divulgação da atividade parlamentar;800;2191344
2022;12;CONFÚCIO MOURA;Divulgação da atividade parlamentar;03.670.374/0001-02;FUNDA??O AMAZ?NIA GLOBAL;959;31/12/2022;Despesa com divulgação da atividade parlamentar;500;2191341
2022;12;CONFÚCIO MOURA;Divulgação da atividade parlamentar;01.108.101/0001-43;FUNDA??O DOM REY (R?DIO EDUCADORA);1562;14/12/2022;Despesa com divulgação da atividade parlamentar;600;2191524
2022;12;CONFÚCIO MOURA;Divulgação da atividade parlamentar;36.710.356/0001-66;G. ALVES DOS SANTOS;459;20/12/2022;Despesa com divulgação da atividade parlamentar;1400;2192235
2022;12;CONFÚCIO MOURA;Divulgação da atividade parlamentar;41.709.425/0001-51;GM PRODUCOES LTDA;000000000000102/A;13/12/2022;Despesa com divulgação da atividade parlamentar;500;2191520
2022;12;CONFÚCIO MOURA;Divulgação da atividade parlamentar;46.937.240/0001-18;IDEAL COMUNICA??O LTDA;000000000000039/A;15/12/2022;Despesa com divulgação da atividade parlamentar;500;2191523
2022;12;CONFÚCIO MOURA;Divulgação da atividade parlamentar;23.858.009/0001-33;J T PUBLICIDADE E MARKETING LTDA;0000000000000400/A;13/12/2022;Despesa com divulgação da atividade parlamentar;500;2191345
2022;12;CONFÚCIO MOURA;Divulgação da atividade parlamentar;33.922.957/0001-44;LEIVINHA PEREIRA DE OLIVEIRA;000000000000383/A;13/12/2022;Despesa com divulgação da atividade parlamentar;700;2191346
2022;12;CONFÚCIO MOURA;Divulgação da atividade parlamentar;25.525.794/0001-38;LUCELIO CAMPOS COSTA 73185639200;56;14/12/2022;Despesa com divulgação da atividade parlamentar.;400;2191376
2022;12;CONFÚCIO MOURA;Divulgação da atividade parlamentar;43.205.730/0001-31;MARCO AUR?LIO C?NDIDO;97;16/12/2022;Despesa com divulga??o da atividade particular;300;2191790
2022;12;CONFÚCIO MOURA;Divulgação da atividade parlamentar;41.878.907/0001-35;PATR?CIA  DE AGUIAR SANT ANA;76;13/12/2022;Despesa com divulgação da atividade parlamentar;400;2191349
2022;12;CONFÚCIO MOURA;Divulgação da atividade parlamentar;05.208.699/0001-01;R?DIO ALVORADA DE ROND?NIA LTDA ME;000.002.544;14/12/2022;Despesa com divulgação da atividade parlamentar;520;2191521
2022;12;CONFÚCIO MOURA;Divulgação da atividade parlamentar;08.575.232/0001-80;R?DIO ONDA SUL FM LTDA ME;1739;13/12/2022;Despesa com divulgação da atividade parlamentar;567;2191348
2022;12;CONFÚCIO MOURA;Divulgação da atividade parlamentar;05.897.392/0001-57;RADIO SOCIEDADE RONDONIA LTDA EPP;5374;16/12/2022;Despesa com divulgação da atividade parlamentar;1200;2191792
2022;12;CONFÚCIO MOURA;Divulgação da atividade parlamentar;05.244.225/0001-07;REDE DE COMUNICA??ES SCHWANTES LTDA ME;1652;14/12/2022;Despesa com divulgação da atividade parlamentar;700;2191528
2022;12;CONFÚCIO MOURA;Divulgação da atividade parlamentar;34.459.933/0001-63;REDE TV JI-PARAN?;000.002.930;16/12/2022;Despesa com divulga??o do mandato parlamentar;1000;2191794
2022;12;CONFÚCIO MOURA;Divulgação da atividade parlamentar;23.652.846/0001-01;ROBERTO GUTIERREZ DA ROCHA M.E.I;208;14/12/2022;Despesa com divulgação da atividade parlamentar;400;2191518
2022;12;CONFÚCIO MOURA;Divulgação da atividade parlamentar;01.031.362/0001-02;ROLIM SERVI?OS DE NOT?CIAS EIRELI;171;16/12/2022;Despesa com divulgação da atividade parlamentar;1000;2191795
2022;12;CONFÚCIO MOURA;Divulgação da atividade parlamentar;05.913.363/0002-12;SISTEMA MERIDIONAL DE COMUNICA??O LTDA - EPP;5750;16/12/2022;Despesa com divulgação da atividade parlamentar;3000;2191793
2022;12;CONFÚCIO MOURA;Divulgação da atividade parlamentar;42.228.716/0001-90;THAIS VITOR PEREIRA;50;15/12/2022;Divulgação da atividade parlamentar;400;2191791
2022;12;CONFÚCIO MOURA;Divulgação da atividade parlamentar;05.687.918/0002-55;TV ALLAMANDA LTDA - EPP;604;16/12/2022;Despesa com divulgação da atividade parlamentar;1500;2191796
2022;12;CONFÚCIO MOURA;Locomoção;null;null;null;null;null;null;null
2022;12;CONFÚCIO MOURA;Locomoção;null;null;null;null;null;null;null
2022;1;DANIELLA RIBEIRO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;1;DANIELLA RIBEIRO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;1;DANIELLA RIBEIRO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;1;DANIELLA RIBEIRO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;1;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;1;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;1;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;1;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;1;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;1;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;23.328.781/0001-43;Ecliton da Silva Monteiro ME;1000379;24/01/2022;;1500;2173335
2022;1;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;26.314.473/0001-57;Estrat?gia Servi?os de Comunica??o LTDA;1000335;24/01/2022;;1500;2173420
2022;1;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;22.760.693/0001-53;M?rcio Rangel Ferreira da Silva/MAXX Assessoria e Comunica??o;441;20/01/2022;;1500;2173338
2022;1;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;19.364.317/0001-35;MAXCIMIANO DA SILVA/MX SERVI?OS E CONSULTORIA;2;null;null;null;null
2022;1;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;24.284.804/0001-28;RAINHA PUBLICIDADE E PROPAGANDA LTDA;2;null;null;null;null
2022;1;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;38.256.021/0001-45;Sonidelandi Santos Lacerda/Sonylacerda Falando em Pol?tica;1000064;24/01/2022;;2000;2173334
2022;1;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;15.702.663/0001-25;Valderedo Borba de Sousa J?nior;2;null;null;null;null
2022;2;DANIELLA RIBEIRO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;2;DANIELLA RIBEIRO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;2;DANIELLA RIBEIRO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;2;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;2;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;2;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;2;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;2;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;2;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;2;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;2;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;2;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;2;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;2;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;2;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;2;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;2;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;2;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;2;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;2;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;3;DANIELLA RIBEIRO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;3;DANIELLA RIBEIRO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;3;DANIELLA RIBEIRO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;3;DANIELLA RIBEIRO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;3;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;3;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;3;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;3;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;3;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;3;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;3;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;3;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;3;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;3;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;3;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;3;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;3;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;3;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;3;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;3;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;4;DANIELLA RIBEIRO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;4;DANIELLA RIBEIRO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;4;DANIELLA RIBEIRO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;4;DANIELLA RIBEIRO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;4;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;4;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;4;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;4;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;4;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;4;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;4;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;4;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;4;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;4;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;4;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;4;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;4;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;4;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;4;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;4;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;4;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;4;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;5;DANIELLA RIBEIRO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;5;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;5;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;44.271.004/0001-80;Alessandra do Nascimento Silva/ THEA Comunica??es;2;null;null;null;null
2022;5;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;23.328.781/0001-43;Ecliton da Silva Monteiro ME;1000405;23/05/2022;;1500;2180820
2022;5;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;26.314.473/0001-57;Estrat?gia Servi?os de Comunica??o LTDA;1000371;24/05/2022;;1500;2180826
2022;5;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;11.278.792/0001-87;Mais PB Portal de Not?cias e Comunica??o LTDA ME;1001745;26/05/2022;;3000;2180863
2022;5;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;22.760.693/0001-53;M?rcio Rangel Ferreira da Silva/MAXX Assessoria e Comunica??o;534;24/05/2022;;1500;2180819
2022;5;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;10.574.821/0001-95;PB Agora Servi?os de Internet e Comunica??es LTDA;1001333;24/05/2022;;2000;2180823
2022;5;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;24.284.804/0001-28;RAINHA PUBLICIDADE E PROPAGANDA LTDA;2;null;null;null;null
2022;5;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;38.256.021/0001-45;Sonidelandi Santos Lacerda/Sonylacerda Falando em Pol?tica;1000078;24/05/2022;;2000;2180831
2022;5;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;18.302.933/0001-07;THIAGO VASCONCELOS MORAES/ PORTAL DA CAPITAL- ONDE O ESTADO SE ENCONTRA;1000595;26/05/2022;;1500;2180833
2022;5;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;15.702.663/0001-25;Valderedo Borba de Sousa J?nior;2;null;null;null;null
2022;5;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;5;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;5;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;5;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;5;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;5;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;5;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;5;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;5;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;5;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;6;DANIELLA RIBEIRO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;6;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;6;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;6;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;6;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;6;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;6;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;6;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;6;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;6;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;6;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;6;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;6;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;6;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;7;DANIELLA RIBEIRO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;7;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;44.271.004/0001-80;Alessandra do Nascimento Silva/ THEA Comunica??es;2;null;null;null;null
2022;7;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;23.328.781/0001-43;Ecliton da Silva Monteiro ME;1000416;26/07/2022;;1500;2184425
2022;7;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;26.314.473/0001-57;Estrat?gia Servi?os de Comunica??o LTDA;1000388;27/07/2022;;1500;2184426
2022;7;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;34.353.312/0001-09;HOLMES IM?VEIS;null;null;null;null;null
2022;7;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;11.278.792/0001-87;Mais PB Portal de Not?cias e Comunica??o LTDA ME;1001783;25/07/2022;;3000;2184371
2022;7;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;22.760.693/0001-53;M?rcio Rangel Ferreira da Silva/MAXX Assessoria e Comunica??o;583;21/07/2022;;1500;2184338
2022;7;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;19.364.317/0001-35;MAXCIMIANO DA SILVA/MX SERVI?OS E CONSULTORIA;2;null;null;null;null
2022;7;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;10.574.821/0001-95;PB Agora Servi?os de Internet e Comunica??es LTDA;1001362;21/07/2022;;2000;2184340
2022;7;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;24.284.804/0001-28;RAINHA PUBLICIDADE E PROPAGANDA LTDA;2;null;null;null;null
2022;7;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;38.256.021/0001-45;Sonidelandi Santos Lacerda/Sonylacerda Falando em Pol?tica;1000085;25/07/2022;;2000;2185064
2022;7;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;18.302.933/0001-07;THIAGO VASCONCELOS MORAES/ PORTAL DA CAPITAL- ONDE O ESTADO SE ENCONTRA;1000620;25/07/2022;;1500;2184341
2022;7;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;15.702.663/0001-25;Valderedo Borba de Sousa J?nior;2;null;null;null;null
2022;7;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;7;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;8;DANIELLA RIBEIRO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;8;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;8;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;44.271.004/0001-80;Alessandra do Nascimento Silva/ THEA Comunica??es;2;null;null;null;null
2022;8;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;23.328.781/0001-43;Ecliton da Silva Monteiro ME;1000419;24/08/2022;;1500;2185890
2022;8;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;26.314.473/0001-57;Estrat?gia Servi?os de Comunica??o LTDA;1000391;26/08/2022;;1500;2185962
2022;8;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;11.278.792/0001-87;Mais PB Portal de Not?cias e Comunica??o LTDA ME;1001797;24/08/2022;;3000;2185888
2022;8;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;22.760.693/0001-53;M?rcio Rangel Ferreira da Silva/MAXX Assessoria e Comunica??o;598;19/08/2022;;1500;2185891
2022;8;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;19.364.317/0001-35;MAXCIMIANO DA SILVA/MX SERVI?OS E CONSULTORIA;2;null;null;null;null
2022;8;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;10.574.821/0001-95;PB Agora Servi?os de Internet e Comunica??es LTDA;1001367;23/08/2022;;2000;2185886
2022;8;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;24.284.804/0001-28;RAINHA PUBLICIDADE E PROPAGANDA LTDA;2;null;null;null;null
2022;8;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;38.256.021/0001-45;Sonidelandi Santos Lacerda/Sonylacerda Falando em Pol?tica;1000087;24/08/2022;;2000;2185894
2022;8;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;18.302.933/0001-07;THIAGO VASCONCELOS MORAES/ PORTAL DA CAPITAL- ONDE O ESTADO SE ENCONTRA;1000626;28/08/2022;;1500;2186027
2022;8;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;15.702.663/0001-25;Valderedo Borba de Sousa J?nior;2;null;null;null;null
2022;8;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;8;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;8;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;8;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;8;DANIELLA RIBEIRO;Passagens aéreas;null;null;null;null;null;null;null
2022;9;DANIELLA RIBEIRO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;9;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;9;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;9;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;44.271.004/0001-80;Alessandra do Nascimento Silva/ THEA Comunica??es;2;null;null;null;null
2022;9;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;23.328.781/0001-43;Ecliton da Silva Monteiro ME;1000420;27/09/2022;;1500;2187387
2022;9;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;26.314.473/0001-57;Estrat?gia Servi?os de Comunica??o LTDA;1000395;27/09/2022;;1500;2187386
2022;9;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;11.278.792/0001-87;Mais PB Portal de Not?cias e Comunica??o LTDA ME;1001808;23/09/2022;;3000;2187300
2022;9;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;22.760.693/0001-53;M?rcio Rangel Ferreira da Silva/MAXX Assessoria e Comunica??o;622;20/09/2022;;1500;2187302
2022;9;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;19.364.317/0001-35;MAXCIMIANO DA SILVA/MX SERVI?OS E CONSULTORIA;2;null;null;null;null
2022;9;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;10.574.821/0001-95;PB Agora Servi?os de Internet e Comunica??es LTDA;1001371;14/09/2022;;2000;2187303
2022;9;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;24.284.804/0001-28;RAINHA PUBLICIDADE E PROPAGANDA LTDA;2;null;null;null;null
2022;9;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;38.256.021/0001-45;Sonidelandi Santos Lacerda/Sonylacerda Falando em Pol?tica;1000089;26/09/2022;;2000;2187301
2022;9;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;18.302.933/0001-07;THIAGO VASCONCELOS MORAES/ PORTAL DA CAPITAL- ONDE O ESTADO SE ENCONTRA;1000634;27/09/2022;;1500;2187400
2022;10;DANIELLA RIBEIRO;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;10;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;10;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;10;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;10;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;10;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;10;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;10;DANIELLA RIBEIRO;Contratação de consultorias;null;null;null;null;null;null;null
2022;10;DANIELLA RIBEIRO;Divulgação da atividade parlamentar;44.271.004/0001-80;Alessandra do Nascimento Silva/ THEA Comunica??es;2;null;null;null;null
